School Name,State,Sport,TeamID,Notes
West Bend East High School,WI,Boys Baseball,146918,
West Bend East High School,WI,Boys Basketball,141437,
West Bend East High School,WI,Boys Cross Country,143378,
West Bend East High School,WI,Boys Football,146376,
West Bend East High School,WI,Boys Golf,142274,
West Bend East High School,WI,Boys Soccer,142787,
West Bend East High School,WI,Boys Tennis,142618,
West Bend East High School,WI,Boys Track and Field,145421,
West Bend East High School,WI,Girls Basketball,141885,
West Bend East High School,WI,Girls Cross Country,143039,
West Bend East High School,WI,Girls Softball,145042,
West Bend East High School,WI,Girls Tennis,144648,
West Bend East High School,WI,Girls Track and Field,145807,
West Bend East High School,WI,Girls Volleyball,143716,
West Bend West High School,WI,Boys Baseball,146939,
West Bend West High School,WI,Boys Basketball,141438,
West Bend West High School,WI,Boys Cross Country,143379,
West Bend West High School,WI,Boys Football,146377,
West Bend West High School,WI,Boys Golf,142275,
West Bend West High School,WI,Boys Hockey,155576,
West Bend West High School,WI,Boys Lacrosse-Boys,140760,
West Bend West High School,WI,Boys Soccer,142788,
West Bend West High School,WI,Boys Swimming & Diving,155390,
West Bend West High School,WI,Boys Tennis,142619,
West Bend West High School,WI,Boys Track and Field,145422,
West Bend West High School,WI,Boys Wrestling,139960,
West Bend West High School,WI,Girls Basketball,141886,
West Bend West High School,WI,Girls Cross Country,143040,
West Bend West High School,WI,Girls Golf,154550,
West Bend West High School,WI,Girls Gymnastics,155342,
West Bend West High School,WI,Girls Lacrosse-Girls,140797,
West Bend West High School,WI,Girls Soccer,156107,
West Bend West High School,WI,Girls Softball,145043,
West Bend West High School,WI,Girls Swimming & Diving,139201,
West Bend West High School,WI,Girls Tennis,144649,
West Bend West High School,WI,Girls Track and Field,145808,
West Bend West High School,WI,Girls Volleyball,143717,
West Bend West High School,WI,Girls Wrestling,140036,
West De Pere High School,WI,Boys Baseball,141047,
West De Pere High School,WI,Boys Basketball,141439,
West De Pere High School,WI,Boys Cross Country,143380,
West De Pere High School,WI,Boys Football,146378,
West De Pere High School,WI,Boys Golf,142276,
West De Pere High School,WI,Boys Soccer,142789,
West De Pere High School,WI,Boys Tennis,142620,
West De Pere High School,WI,Boys Track and Field,145423,
West De Pere High School,WI,Boys Wrestling,144805,
West De Pere High School,WI,Girls Basketball,141887,
West De Pere High School,WI,Girls Cross Country,143041,
West De Pere High School,WI,Girls Golf,144208,
West De Pere High School,WI,Girls Soccer,144363,
West De Pere High School,WI,Girls Softball,145111,
West De Pere High School,WI,Girls Tennis,144650,
West De Pere High School,WI,Girls Track and Field,145809,
West De Pere High School,WI,Girls Volleyball,143718,
West De Pere High School,WI,Girls Wrestling,147569,
West Salem High School,WI,Boys Baseball,141133,
West Salem High School,WI,Boys Basketball,141530,
West Salem High School,WI,Boys Cross Country,143481,
West Salem High School,WI,Boys Football,146379,
West Salem High School,WI,Boys Golf,142375,
West Salem High School,WI,Boys Hockey,155578,
West Salem High School,WI,Boys Soccer,142842,
West Salem High School,WI,Boys Tennis,146951,
West Salem High School,WI,Boys Track and Field,145555,
West Salem High School,WI,Boys Wrestling,139962,
West Salem High School,WI,Girls Basketball,141978,
West Salem High School,WI,Girls Cross Country,143139,
West Salem High School,WI,Girls Gymnastics,155343,
West Salem High School,WI,Girls Hockey,140107,
West Salem High School,WI,Girls Soccer,144415,
West Salem High School,WI,Girls Softball,145112,
West Salem High School,WI,Girls Tennis,144712,
West Salem High School,WI,Girls Track and Field,145938,
West Salem High School,WI,Girls Volleyball,143829,
West Salem High School,WI,Girls Wrestling,140038,
Westby High School,WI,Boys Baseball,141134,
Westby High School,WI,Boys Basketball,141531,
Westby High School,WI,Boys Cross Country,143482,
Westby High School,WI,Boys Football,146380,
Westby High School,WI,Boys Golf,156047,
Westby High School,WI,Boys Track and Field,145556,
Westby High School,WI,Boys Wrestling,144945,
Westby High School,WI,Girls Basketball,141979,
Westby High School,WI,Girls Cross Country,143140,
Westby High School,WI,Girls Golf,139108,
Westby High School,WI,Girls Gymnastics,155344,
Westby High School,WI,Girls Softball,145185,
Westby High School,WI,Girls Track and Field,145939,
Westby High School,WI,Girls Volleyball,143948,
Westby High School,WI,Girls Wrestling,149584,
Westfield High School,WI,Boys Baseball,141135,
Westfield High School,WI,Boys Basketball,141532,
Westfield High School,WI,Boys Cross Country,143483,
Westfield High School,WI,Boys Football,146288,
Westfield High School,WI,Boys Golf,142376,
Westfield High School,WI,Boys Track and Field,155939,
Westfield High School,WI,Boys Wrestling,144868,
Westfield High School,WI,Girls Basketball,141980,
Westfield High School,WI,Girls Cross Country,143141,
Westfield High School,WI,Girls Softball,145186,
Westfield High School,WI,Girls Track and Field,155938,
Westfield High School,WI,Girls Volleyball,143949,
Westfield High School,WI,Girls Wrestling,153890,
Weston High School,WI,Boys Baseball,141287,
Weston High School,WI,Boys Basketball,141735,
Weston High School,WI,Boys Cross Country,153078,
Weston High School,WI,Girls Basketball,139797,
Weston High School,WI,Girls Cross Country,153077,
Weston High School,WI,Girls Volleyball,144057,
Westosha Central High School,WI,Boys Baseball,141048,
Westosha Central High School,WI,Boys Basketball,141440,
Westosha Central High School,WI,Boys Cross Country,143381,
Westosha Central High School,WI,Boys Football,146381,
Westosha Central High School,WI,Boys Golf,142277,
Westosha Central High School,WI,Boys Lacrosse-Boys,140762,
Westosha Central High School,WI,Boys Soccer,142790,
Westosha Central High School,WI,Boys Tennis,142621,
Westosha Central High School,WI,Boys Track and Field,145424,
Westosha Central High School,WI,Boys Volleyball,142930,
Westosha Central High School,WI,Boys Wrestling,144806,
Westosha Central High School,WI,Girls Basketball,141888,
Westosha Central High School,WI,Girls Cross Country,143042,
Westosha Central High School,WI,Girls Golf,147116,
Westosha Central High School,WI,Girls Soccer,144364,
Westosha Central High School,WI,Girls Softball,145044,
Westosha Central High School,WI,Girls Tennis,144651,
Westosha Central High School,WI,Girls Track and Field,145810,
Westosha Central High School,WI,Girls Volleyball,143719,
Westosha Central High School,WI,Girls Wrestling,153888,
Weyauwega-Fremont High School,WI,Boys Baseball,141220,
Weyauwega-Fremont High School,WI,Boys Basketball,141625,
Weyauwega-Fremont High School,WI,Boys Cross Country,143608,
Weyauwega-Fremont High School,WI,Boys Football,146382,
Weyauwega-Fremont High School,WI,Boys Golf,142460,
Weyauwega-Fremont High School,WI,Boys Track and Field,145557,
Weyauwega-Fremont High School,WI,Boys Wrestling,144946,
Weyauwega-Fremont High School,WI,Girls Basketball,142072,
Weyauwega-Fremont High School,WI,Girls Cross Country,143267,
Weyauwega-Fremont High School,WI,Girls Softball,145187,
Weyauwega-Fremont High School,WI,Girls Track and Field,145940,
Weyauwega-Fremont High School,WI,Girls Volleyball,143950,
Weyauwega-Fremont High School,WI,Girls Wrestling,151326,
Whitewater High School,WI,Boys Baseball,141136,
Whitewater High School,WI,Boys Basketball,141533,
Whitewater High School,WI,Boys Cross Country,143484,
Whitewater High School,WI,Boys Football,146385,
Whitewater High School,WI,Boys Golf,142377,
Whitewater High School,WI,Boys Soccer,142843,
Whitewater High School,WI,Boys Swimming & Diving,142520,
Whitewater High School,WI,Boys Tennis,142679,
Whitewater High School,WI,Boys Track and Field,145558,
Whitewater High School,WI,Boys Wrestling,144869,
Whitewater High School,WI,Girls Basketball,141981,
Whitewater High School,WI,Girls Cross Country,143142,
Whitewater High School,WI,Girls Gymnastics,144095,
Whitewater High School,WI,Girls Soccer,140590,
Whitewater High School,WI,Girls Softball,145113,
Whitewater High School,WI,Girls Swimming & Diving,144535,
Whitewater High School,WI,Girls Tennis,144713,
Whitewater High School,WI,Girls Track and Field,145941,
Whitewater High School,WI,Girls Volleyball,143830,
Whitewater High School,WI,Girls Wrestling,149598,
Whitnall High School,WI,Boys Baseball,146914,
Whitnall High School,WI,Boys Basketball,141442,
Whitnall High School,WI,Boys Cross Country,143383,
Whitnall High School,WI,Boys Football,146386,
Whitnall High School,WI,Boys Golf,142279,
Whitnall High School,WI,Boys Soccer,142792,
Whitnall High School,WI,Boys Swimming & Diving,142521,
Whitnall High School,WI,Boys Tennis,142623,
Whitnall High School,WI,Boys Track and Field,145426,
Whitnall High School,WI,Boys Volleyball,147167,
Whitnall High School,WI,Boys Wrestling,154047,
Whitnall High School,WI,Girls Basketball,141890,
Whitnall High School,WI,Girls Cross Country,143044,
Whitnall High School,WI,Girls Soccer,144366,
Whitnall High School,WI,Girls Softball,145114,
Whitnall High School,WI,Girls Swimming & Diving,144536,
Whitnall High School,WI,Girls Tennis,144653,
Whitnall High School,WI,Girls Track and Field,145812,
Whitnall High School,WI,Girls Volleyball,143831,
Whitnall High School,WI,Girls Wrestling,154048,
Wild Rose High School,WI,Boys Baseball,141289,
Wild Rose High School,WI,Boys Basketball,141737,
Wild Rose High School,WI,Boys Football 8-Player,149557,
Wild Rose High School,WI,Boys Track and Field,145684,
Wild Rose High School,WI,Girls Basketball,142169,
Wild Rose High School,WI,Girls Softball,145301,
Wild Rose High School,WI,Girls Track and Field,146065,
Wild Rose High School,WI,Girls Volleyball,144059,
Williams Bay High School,WI,Boys Baseball,141290,
Williams Bay High School,WI,Boys Basketball,141738,
Williams Bay High School,WI,Boys Football 8-Player,147019,
Williams Bay High School,WI,Boys Golf,142462,
Williams Bay High School,WI,Girls Basketball,142170,
Williams Bay High School,WI,Girls Golf,153997,
Williams Bay High School,WI,Girls Softball,145302,
Williams Bay High School,WI,Girls Volleyball,144060,
Wilmot Union High School,WI,Boys Baseball,141049,
Wilmot Union High School,WI,Boys Basketball,141443,
Wilmot Union High School,WI,Boys Cross Country,143384,
Wilmot Union High School,WI,Boys Football,146387,
Wilmot Union High School,WI,Boys Golf,142280,
Wilmot Union High School,WI,Boys Soccer,139149,
Wilmot Union High School,WI,Boys Tennis,142624,
Wilmot Union High School,WI,Boys Track and Field,145427,
Wilmot Union High School,WI,Boys Volleyball,142932,
Wilmot Union High School,WI,Boys Wrestling,144807,
Wilmot Union High School,WI,Girls Basketball,141891,
Wilmot Union High School,WI,Girls Cross Country,143045,
Wilmot Union High School,WI,Girls Golf,144210,
Wilmot Union High School,WI,Girls Gymnastics,155345,
Wilmot Union High School,WI,Girls Soccer,144367,
Wilmot Union High School,WI,Girls Softball,145046,
Wilmot Union High School,WI,Girls Tennis,144654,
Wilmot Union High School,WI,Girls Track and Field,145813,
Wilmot Union High School,WI,Girls Volleyball,143721,
Wilmot Union High School,WI,Girls Wrestling,150707,
Winnebago Lutheran High School,WI,Boys Baseball,141222,
Winnebago Lutheran High School,WI,Boys Basketball,141627,
Winnebago Lutheran High School,WI,Boys Cross Country,143610,
Winnebago Lutheran High School,WI,Boys Football,146388,
Winnebago Lutheran High School,WI,Boys Golf,142463,
Winnebago Lutheran High School,WI,Boys Soccer,142891,
Winnebago Lutheran High School,WI,Boys Track and Field,145559,
Winnebago Lutheran High School,WI,Boys Wrestling,144948,
Winnebago Lutheran High School,WI,Girls Basketball,142074,
Winnebago Lutheran High School,WI,Girls Cross Country,143269,
Winnebago Lutheran High School,WI,Girls Soccer,144460,
Winnebago Lutheran High School,WI,Girls Softball,145188,
Winnebago Lutheran High School,WI,Girls Tennis,154164,
Winnebago Lutheran High School,WI,Girls Track and Field,145942,
Winnebago Lutheran High School,WI,Girls Volleyball,143952,
Winnebago Lutheran High School,WI,Girls Wrestling,147565,
Winneconne High School,WI,Boys Baseball,141137,
Winneconne High School,WI,Boys Basketball,141534,
Winneconne High School,WI,Boys Cross Country,143485,
Winneconne High School,WI,Boys Football,146389,
Winneconne High School,WI,Boys Golf,142378,
Winneconne High School,WI,Boys Soccer,142844,
Winneconne High School,WI,Boys Track and Field,145560,
Winneconne High School,WI,Boys Wrestling,144870,
Winneconne High School,WI,Girls Basketball,141982,
Winneconne High School,WI,Girls Cross Country,143143,
Winneconne High School,WI,Girls Golf,146980,
Winneconne High School,WI,Girls Soccer,144416,
Winneconne High School,WI,Girls Softball,145115,
Winneconne High School,WI,Girls Track and Field,145943,
Winneconne High School,WI,Girls Volleyball,143832,
Winneconne High School,WI,Girls Wrestling,153879,
Wisconsin Dells High School,WI,Boys Baseball,141138,
Wisconsin Dells High School,WI,Boys Basketball,141535,
Wisconsin Dells High School,WI,Boys Cross Country,143486,
Wisconsin Dells High School,WI,Boys Football,146390,
Wisconsin Dells High School,WI,Boys Golf,142379,
Wisconsin Dells High School,WI,Boys Soccer,142892,
Wisconsin Dells High School,WI,Boys Track and Field,145561,
Wisconsin Dells High School,WI,Boys Wrestling,144871,
Wisconsin Dells High School,WI,Girls Basketball,141983,
Wisconsin Dells High School,WI,Girls Cross Country,143144,
Wisconsin Dells High School,WI,Girls Golf,144252,
Wisconsin Dells High School,WI,Girls Softball,145189,
Wisconsin Dells High School,WI,Girls Track and Field,145944,
Wisconsin Dells High School,WI,Girls Volleyball,143833,
Wisconsin Dells High School,WI,Girls Wrestling,147648,
Wisconsin Heights High School,WI,Boys Baseball,141223,
Wisconsin Heights High School,WI,Boys Basketball,141628,
Wisconsin Heights High School,WI,Boys Cross Country,154487,
Wisconsin Heights High School,WI,Boys Football 8-Player,146503,
Wisconsin Heights High School,WI,Boys Golf,142465,
Wisconsin Heights High School,WI,Boys Soccer,139151,
Wisconsin Heights High School,WI,Boys Track and Field,156198,
Wisconsin Heights High School,WI,Girls Basketball,142075,
Wisconsin Heights High School,WI,Girls Cross Country,154532,
Wisconsin Heights High School,WI,Girls Soccer,140592,
Wisconsin Heights High School,WI,Girls Softball,145252,
Wisconsin Heights High School,WI,Girls Track and Field,156229,
Wisconsin Heights High School,WI,Girls Volleyball,143953,
Wisconsin Rapids High School,WI,Boys Baseball,141050,
Wisconsin Rapids High School,WI,Boys Basketball,141359,
